first_seen,last_seen,ip_address,category,attacks_count
2018-07-19 21:03:58,2018-07-19 21:03:58,180.162.195.204,MS-SQL Attack,1
2018-07-20 05:46:37,2018-07-20 05:46:37,180.142.245.52,Telnet,1
2018-07-19 20:33:44,2018-07-19 20:33:44,179.90.105.219,SSH Brute Force,1
2018-07-19 21:05:03,2018-07-19 21:05:03,186.233.197.70,Telnet,1
2018-07-19 20:28:08,2018-07-19 20:28:08,181.220.181.92,Telnet,1
2018-07-19 18:18:20,2018-07-19 18:18:20,183.88.63.43,SSH Brute Force,1
2018-07-20 04:04:55,2018-07-20 04:04:55,197.39.150.90,SSH Brute Force,1
2018-07-19 23:18:07,2018-07-19 23:18:07,156.205.92.163,Telnet,1
2018-07-19 21:55:58,2018-07-19 21:55:58,186.225.51.42,Telnet,1
2018-07-20 04:29:11,2018-07-20 04:29:11,2.186.20.168,Telnet,1
2018-07-19 22:11:51,2018-07-19 22:11:51,186.91.109.169,Telnet,1
2018-07-20 04:33:49,2018-07-20 04:33:49,1.10.221.25,MS-DS Attack,1
2018-07-20 05:48:41,2018-07-20 05:48:41,110.185.172.157,MS-DS Attack,1
2018-07-19 19:19:05,2018-07-19 19:19:05,176.65.245.243,Telnet,1
2018-07-19 19:22:38,2018-07-19 19:22:38,153.227.48.54,Unclassified,1
2018-07-20 04:09:33,2018-07-20 04:09:33,195.9.188.114,Unclassified,1
2018-07-20 04:59:27,2018-07-20 04:59:27,201.27.202.120,Proxy Scan,1
2018-07-20 00:36:46,2018-07-20 00:36:46,178.46.11.153,Telnet,1
2018-07-19 23:38:27,2018-07-19 23:38:27,176.239.48.114,Unclassified,1
2018-07-20 02:59:29,2018-07-20 02:59:29,110.139.145.224,MS-DS Attack,1
2018-07-19 18:39:44,2018-07-19 18:39:44,179.86.121.102,SSH Brute Force,1
2018-07-19 20:38:45,2018-07-19 20:38:45,156.205.76.40,Telnet,1
2018-07-19 23:24:02,2018-07-19 23:24:02,179.106.100.62,Proxy Scan,1
2018-07-20 03:16:46,2018-07-20 03:16:46,110.139.134.227,MS-DS Attack,1
2018-07-20 04:35:48,2018-07-20 04:35:48,110.139.102.189,MS-DS Attack,1
2018-07-19 23:42:59,2018-07-19 23:42:59,186.241.213.157,Telnet,1
2018-07-19 23:04:36,2018-07-19 23:04:36,177.73.29.24,Telnet,1
2018-07-19 20:18:41,2018-07-19 20:18:41,179.110.19.137,Telnet,1
2018-07-20 05:49:23,2018-07-20 05:49:23,110.138.153.209,MS-DS Attack,1
